250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
250.0	250.0	140.0
